Date,Product,Product Family,Platform,Article,Download,Severity,Impact,Details
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2012 R2,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2012 R2,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 10 for 32-bit Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows RT 8.1,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2016,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2016  (Server Core installation),Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-8481
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2012,Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2012,Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4022013,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 10 Version 1511 for x64-based Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 10 Version 1607 for x64-based Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 10 Version 1607 for 32-bit Systems,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 7 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 10 for x64-based Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 7 for 32-bit Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2012 R2,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2012 R2,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 10 for 32-bit Systems,Windows,,4022727,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows RT 8.1,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2016,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2016  (Server Core installation),Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 10 Version 1703 for x64-based Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows 10 Version 1703 for 32-bit Systems,Windows,,4022725,Security Update,Important,Information Disclosure,CVE-2017-8482
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4022883,Security Update,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Windows 10 Version 1511 for 32-bit Systems,Windows,,4022714,Security Update,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4022883,Security Update,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4022883,Security Update,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Windows 8.1 for 32-bit systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8483
06/13/2017,Internet Explorer 11,Browser,Windows 10 for x64-based Systems,4022727,Security Update,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 7 for 32-bit Systems Service Pack 1,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 7 for 32-bit Systems Service Pack 1,4021558,IE Cumulative,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows Server 2012 R2,4022726,Monthly Rollup,Low,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows Server 2012 R2,4021558,IE Cumulative,Low,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 10 for 32-bit Systems,4022727,Security Update,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows RT 8.1,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows Server 2016,4022715,Security Update,Low,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 10 Version 1703 for x64-based Systems,4022725,Security Update,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 11,Browser,Windows 10 Version 1703 for 32-bit Systems,4022725,Security Update,Important,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 10,Browser,Windows Server 2012,4022724,Monthly Rollup,Low,Information Disclosure,CVE-2017-8547
06/13/2017,Internet Explorer 10,Browser,Windows Server 2012,4021558,IE Cumulative,Low,Information Disclosure,CVE-2017-8547
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1511 for 32-bit Systems,4022714,Security Update,Critical,Remote Code Execution,CVE-2017-8548
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1511 for x64-based Systems,4022714,Security Update,Critical,Remote Code Execution,CVE-2017-8548
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1607 for x64-based Systems,4022715,Security Update,Critical,Remote Code Execution,CVE-2017-8548
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1607 for 32-bit Systems,4022715,Security Update,Critical,Remote Code Execution,CVE-2017-8548
06/13/2017,Microsoft Edge,Browser,Windows 10 for x64-based Systems,4022727,Security Update,Critical,Remote Code Execution,CVE-2017-8548
06/13/2017,Microsoft Edge,Browser,Windows 10 for 32-bit Systems,4022727,Security Update,Critical,Remote Code Execution,CVE-2017-8548
06/13/2017,Microsoft Edge,Browser,Windows Server 2016,4022715,Security Update,Moderate,Remote Code Execution,CVE-2017-8548
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1703 for x64-based Systems,4022725,Security Update,Critical,Remote Code Execution,CVE-2017-8548
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1703 for 32-bit Systems,4022725,Security Update,Critical,Remote Code Execution,CVE-2017-8548
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1511 for 32-bit Systems,4022714,Security Update,Critical,Remote Code Execution,CVE-2017-8549
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1511 for x64-based Systems,4022714,Security Update,Critical,Remote Code Execution,CVE-2017-8549
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1607 for x64-based Systems,4022715,Security Update,Critical,Remote Code Execution,CVE-2017-8549
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1607 for 32-bit Systems,4022715,Security Update,Critical,Remote Code Execution,CVE-2017-8549
06/13/2017,Microsoft Edge,Browser,Windows 10 for x64-based Systems,4022727,Security Update,Critical,Remote Code Execution,CVE-2017-8549
06/13/2017,Microsoft Edge,Browser,Windows 10 for 32-bit Systems,4022727,Security Update,Critical,Remote Code Execution,CVE-2017-8549
06/13/2017,Microsoft Edge,Browser,Windows Server 2016,4022715,Security Update,Moderate,Remote Code Execution,CVE-2017-8549
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1703 for x64-based Systems,4022725,Security Update,Critical,Remote Code Execution,CVE-2017-8549
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1703 for 32-bit Systems,4022725,Security Update,Critical,Remote Code Execution,CVE-2017-8549
06/13/2017,Microsoft Office 2016 Click-to-Run (C2R) for 64-bit editions,Microsoft Office,,Click to Run,Security Update,Important,Information Disclosure,CVE-2017-8550
06/13/2017,Microsoft Office 2016 Click-to-Run (C2R) for 32-bit editions,Microsoft Office,,Click to Run,Security Update,Important,Information Disclosure,CVE-2017-8550
06/13/2017,Microsoft Project Server 2013 Service Pack 1,Microsoft Office,,3203399,Security Update,Important,Elevation of Privilege,CVE-2017-8551
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2,Windows,,4022887,Security Update,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2012 R2 (Server Core installation),Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2,Windows,,4022887,Security Update,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 for Itanium-Based Systems Service Pack 2,Windows,,4022887,Security Update,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows 8.1 for x64-based systems,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2012,Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2012,Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Windows,,4022887,Security Update,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Windows,,4022887,Security Update,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022724,Monthly Rollup,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2012 (Server Core installation),Windows,,4022718,Security Only,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022719,Monthly Rollup,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Windows,,4022722,Security Only,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2012 R2,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2012 R2,Windows,,4022717,Security Only,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows RT 8.1,Windows,,4022726,Monthly Rollup,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2016,Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Windows Server 2016  (Server Core installation),Windows,,4022715,Security Update,Important,Information Disclosure,CVE-2017-8553
06/13/2017,Microsoft Edge,Browser,Windows 10 Version 1703 for x64-based Systems,4022725,Security Update,Important,Security Feature Bypass,CVE-2017-8555
